Site_number,Transect,Site.type,Bromus_TN_pct,Bromus_TC_pct,Bromus_CN,Other_TN_pct,Other_TC_pct,Other_CN,Poa_TN_pct,Poa_TC_pct,Poa_CN,Litter_TN_pct,Litter_TC_pct,Litter_CN,SOIL_SurSo4_kg_ha,SOIL_Ca_kg_ha,SOIL_Mg_kg_ha,SOIL_OM_pct,SOIL_TN_pct,SOIL_CN,Bare,Litter,Crypto,AIG,AIF,PNF,PNG,ANF,Shrubs,Rock,Year,ppt_2yrtot,ppt_2yr,ppt_1yr,tmax,tmin,vpdmx,shrub_b,soil_n_kg_ha,soil_c_kg_ha,inv,NO3_kg_ha,NH4_kg_ha,total_mineral_n
4,B,Intact Sagebrush,1.15,36.09,31.45,1.63,41.26,25.33,1.32,41.96,31.8214908622128,1.05,30.95,29.44529,0.5484680272152327,5412.42840725933,1255.86121154067,1.64,0.09,18.2222222222222,82.4,13.71,0.6344827586206897,0.03,0,1.51,5.2,0,25.65,0.28,2013,197.219997525215,125.239998579025,115.109999299049,22,-13.539999961853,23.5400009155273,Shrub,1264.0183344,23033.2229824,-3.423975735450618,7.85909090909091,4.60991818181818,12.46900909090909
4,C,Intact Sagebrush,1.29,39.77,30.94,1.51,41.65,27.59,1.33,41.42,31.1334084930477,1.31,30.59,23.33817,1.0547758162222112,5555.51878866275,1123.88464616858,2.06,0.1,20.6,79.4,17.31,0.786206896551724,0.03,0,1.64,3.51,0.01,29,0.19,2013,197.219997525215,125.239998579025,115.109999299049,22,-13.539999961853,23.5400009155273,Shrub,1404.4648160000004,28931.975209600005,-3.4145729178785937,10.1045454545455,6.25246818181818,16.357013636363682
5,A,Intact Sagebrush,0.98,36.93,37.5,1.32,39.06,29.64,1.42,42,29.6143270112106,0.99,32.27,32.576,1.1466624535894892,7194.80665328442,1251.69353052892,2.08,0.12,17.3333333333333,78.6,16.4,0.6551724137931034,0,0,2.45,5.91,0.02,20.55,0.46,2013,190.329998135567,117.109999418259,110.319998860359,22.5,-14.1700000762939,24.2800006866455,Shrub,1685.3577791999999,29212.868172800005,-3.277834776226675,8.98181818181818,7.45603181818182,16.43785
5,B,Intact Sagebrush,1.14,34.85,30.55,1.36,40.92,30.1,1.31,41.93,31.8995815899582,0.83,35.31,42.46327,1.2435159362199104,5154.03218453083,1165.56145628608,2.2,0.12,18.3333333333333,69.2,27.1,0.6413793103448276,0.13,0.01,0.69,5.9,0.05,24.75,0.27,2013,190.329998135567,117.109999418259,110.319998860359,22.5,-14.1700000762939,24.2800006866455,Shrub,1685.3577791999999,30898.225952000004,-3.0136837893319233,11.2272727272727,6.01220454545455,17.23947727272725
5,C,Intact Sagebrush,1.18,37.17,31.38,1.47,39.47,26.87,1.24,40.83,33.0516431924883,0.88,32.57,37.12189,0.8123316818172777,5913.93935567325,1340.60405877958,1.86,0.1,18.6,46.1,50,0.9103448275862069,0.02,0,0.28,5.41,0.05,15.35,0.15,2013,190.329998135567,117.109999418259,110.319998860359,22.5,-14.1700000762939,24.2800006866455,Shrub,1404.4648160000004,26123.0455776,-2.254683172692392,11.2272727272727,25.7665909090909,36.9938636363636
6,A,Intact Sagebrush,NA,NA,NA,1.36,39.8,29.29,0.82,41.57,50.4276407575004,0.89,26.75,30.19799,-0.19128148915731208,4811.524317546,1243.713436561,1.79,0.1,17.9,49.1,48.7,0.14482758620689656,0.02,0.02,0,5.3,0.02,28.75,0.04,2013,289.810000181198,176.75,175.500000715256,21,-13.4899997711182,21.5499992370605,Shrub,1404.4648160000004,25139.920206400002,-1.618246383107,5.61363636363636,4.16644090909091,9.780077272727269
6,B,Intact Sagebrush,NA,NA,NA,1.76,39.18,22.25,0.99,40.52,41.104020615419,0.88,27.23,30.82748,-0.2518149158013101,4114.896357158,1022.313725146,1.96,0.12,16.3333333333333,69.1,29.3,0.20689655172413793,0.03,0,0,3.01,0,27.6,0.02,2013,289.810000181198,176.75,175.500000715256,21,-13.4899997711182,21.5499992370605,Shrub,1685.3577791999999,27527.5103936,-2.0858891695011934,5.61363636363636,4.15296818181818,9.76660454545454
6,C,Intact Sagebrush,NA,NA,NA,NA,NA,NA,0.78,42.42,54.4918487686438,0.65,35.33,54.45998,-0.3117274867874192,4597.603344155,1026.260673919,1.7,0.11,15.4545454545455,72.9,25.5,0.006896551724137932,0.33,0,0.61,3.7,0,26.7,0.04,2013,289.810000181198,176.75,175.500000715256,21,-13.4899997711182,21.5499992370605,Shrub,1544.9112976000001,23875.901872000002,-1.9653418496980688,5.61363636363636,4.93550909090909,10.54914545454545
7,A,Intact Sagebrush,0.67,41.42,61.98,1.16,34.58,29.92,1.24,39.08,31.5186708605533,0.78,29.1,37.17315,-0.05779752271157354,5064.676173435,948.193701711,2.24,0.1,22.4,84.7,12.6,0.393103448275862,0.32,0,0.45,6.31,0.06,18.05,0.19,2013,377.849994421005,219.789999127388,231.259996414185,21.6299991607666,-11.2799997329712,22.6900005340576,Shrub,1404.4648160000004,31460.011878400008,-3.0228490085713755,5.61363636363636,7.27639545454545,12.89003181818181
7,B,Intact Sagebrush,1.46,40.08,27.46,1.27,38.39,30.13,1.3,40.96,31.4609417005914,0.79,33.73,42.77199,-0.4650788342855452,5405.979543575,1189.73839238,1.56,0.08,19.5,88,8.6,0.296551724137931,0.01,0,0.31,5.81,0,17.55,0.19,2013,377.849994421005,219.789999127388,231.259996414185,21.6299991607666,-11.2799997329712,22.6900005340576,Shrub,1123.5718528,21909.6511296,-2.9650435850551027,5.61363636363636,4.19675454545455,9.81039090909091
7,C,Intact Sagebrush,1.3,38.24,29.46,NA,NA,NA,1.27,41.97,33.0485115766262,0.77,32.13,41.54909,-0.41230610336513934,6974.6880588,1220.57041029,2.17,0.11,19.7272727272727,75,22.5,0.006896551724137932,0.43,0,0.01,4.9,0,22.65,0.28,2013,377.849994421005,219.789999127388,231.259996414185,21.6299991607666,-11.2799997329712,22.6900005340576,Shrub,1544.9112976000001,30476.886507200004,-2.0748849948871495,6.73636363636364,4.65370454545455,11.39006818181819
8,A,Intact Sagebrush,NA,NA,NA,1.28,38.84,30.36,0.96,42.53,44.5108422638982,0.51,40.35,79.60029,-0.5482734924424242,5485.113485355,705.983362725,2.2,0.12,18.3333333333333,78.8,17.9,0.2827586206896552,0.03,0,1.42,6.7,0.11,23.25,0.06,2013,297.480004012585,189.770000636578,176.710003376007,20.6399993896484,-11.7200002670288,21.1599998474121,Shrub,1685.3577791999999,30898.225952000004,-2.896653795725767,4.49090909090909,4.18440454545455,8.67531363636364
8,B,Intact Sagebrush,NA,NA,NA,NA,NA,NA,0.87,42.05,48.1947596451413,0.58,36.4,62.32003,-0.04103441994862109,5643.1245231,727.25617527,2.71,0.13,20.8461538461538,69,29,0.020689655172413793,0,0,2.92,5.3,0.04,30.45,0.02,2013,297.480004012585,189.770000636578,176.710003376007,20.6399993896484,-11.7200002670288,21.1599998474121,Shrub,1825.8042608000003,38060.9965136,-2.1947618320346387,5.61363636363636,4.32025454545455,9.933890909090909
8,C,Intact Sagebrush,NA,NA,NA,1.06,39.47,37.13,0.75,42.13,55.8110578324105,0.67,36.37,54.29548,-0.3893344440233139,5859.054069266,642.319667168,2.14,0.11,19.4545454545455,77.3,18.4,1,0,0,1.33,6.3,0,30.05,0.04,2013,297.480004012585,189.770000636578,176.710003376007,20.6399993896484,-11.7200002670288,21.1599998474121,Shrub,1544.9112976000001,30055.5470624,-4.045122866414486,4.49090909090909,6.58479545454546,11.075704545454549
10,A,Invaded Sagebrush,0.8,39.62,49.77,0.87,41.66,48.14,0.77,41.11,53.286497556676,0.68,35.89,52.7332,-0.012475059685812178,4171.441813272,1058.726933244,1.86,0.09,20.6666666666667,67.4,30.1,0.15172413793103448,2.33,0.01,0.1,4,0.01,24.1,0.07,2013,299.919999957085,166.960000038147,172.490000009537,21.0699996948242,-12.5699996948242,21.7199993133545,Shrub,1264.0183344,26123.0455776,-1.7717350869563049,7.85909090909091,4.0261,11.885190909090909
10,B,Invaded Sagebrush,0.71,40.13,56.5,0.94,35.74,37.98,0.84,42.21,50.3218807372261,0.76,34.08,45.03945,-0.3735026247471917,3932.691451218,1196.837534673,1.39,0.08,17.375,46.3,50.3,0.3448275862068966,0.45,0,0,8,0.02,23.5,0.01,2013,299.919999957085,166.960000038147,172.490000009537,21.0699996948242,-12.5699996948242,21.7199993133545,Shrub,1123.5718528,19522.0609424,-1.968081642789022,6.73636363636364,4.85691818181818,11.59328181818182
10,C,Invaded Sagebrush,0.8,40.59,51.02,NA,NA,NA,0.75,42.89,57.101017093562,0.73,38.16,51.97609,-0.19562747876252157,4478.416094072,1230.16297438,1.63,0.08,20.375,75.7,21.2,0.41379310344827586,1.55,0.1,0.01,5.4,0.01,25.85,0.11,2013,299.919999957085,166.960000038147,172.490000009537,21.0699996948242,-12.5699996948242,21.7199993133545,Shrub,1123.5718528,22892.7765008,-2.7426856846716037,5.61363636363636,4.36179545454545,9.97543181818181
11,A,Invaded Sagebrush,0.89,41.25,46.21,1.23,43.25,35.12,0.74,42.43,57.2185734129928,0.84,38.3,45.33799,-0.011543776198981923,5779.34776136,803.93650766,1.55,0.11,14.0909090909091,36.2,61.8,0.13793103448275862,4.41,0.02,0,1.5,0.13,31.8,0.43,2013,399.180004835129,225.390002846718,231.510001897812,19.6399993896484,-10.2399997711182,19.8099994659424,Shrub,1544.9112976000001,21769.204648000003,-0.3687488810744062,12.35,4.30902727272727,16.65902727272727
11,B,Invaded Sagebrush,0.73,41.93,57.5,NA,NA,NA,0.71,41.23,57.7649498402735,0.83,32.67,39.47343,0.12566532419406684,7434.592819956,819.924115212,1.75,0.11,15.9090909090909,49.6,48.4,0,3.82,0.2,0,1,0.03,36.3,1.02,2013,399.180004835129,225.390002846718,231.510001897812,19.6399993896484,-10.2399997711182,19.8099994659424,Shrub,1544.9112976000001,24578.134280000002,-0.7593170156764559,11.2272727272727,4.37414545454545,15.60141818181815
11,C,Invaded Sagebrush,0.93,40.86,43.79,NA,NA,NA,0.63,41.71,65.8743820970009,0.78,35.22,45.2585,-0.10591383619782861,11318.34004044,710.04430872,1.71,0.11,15.5454545454545,42,56.8,0,1.81,0.23,0,1.8,0.01,40.75,0.04,2013,399.180004835129,225.390002846718,231.510001897812,19.6399993896484,-10.2399997711182,19.8099994659424,Shrub,1544.9112976000001,24016.3483536,-0.8887361104730559,11.2272727272727,3.47596363636364,14.70323636363634
12,A,Invaded Sagebrush,1.04,41.19,39.71,1.44,40.61,28.17,0.96,43.15,44.784964091494,0.78,34.22,43.9072,0.22096666767975215,12065.1956577,1149.7962825,2.37,0.12,19.75,32.5,65.9,0,2.12,0,0,2.73,0,28.75,0.15,2013,255.559998929501,159.589999377728,150.22000002861,20.9599990844727,-12.2399997711182,21.5499992370605,Shrub,1685.3577791999999,33285.816139200004,-0.3040706765963083,6.73636363636364,4.56837727272727,11.30474090909091
12,B,Invaded Sagebrush,0.99,40.81,41.12,NA,NA,NA,0.88,43.57,49.7720963706775,0.78,35.52,45.25602,1.5561167599660743,11251.322126484,973.396825192,2.51,0.12,20.9166666666667,30.31,67.4,0,2.51,0,0.11,4.41,0.02,27.6,0.1,2013,255.559998929501,159.589999377728,150.22000002861,20.9599990844727,-12.2399997711182,21.5499992370605,Shrub,1685.3577791999999,35252.066881599996,-0.37779042223603193,5.61363636363636,4.8670227272727304,10.48065909090909
12,C,Invaded Sagebrush,0.87,38.67,44.7,NA,NA,NA,0.68,42.29,62.3299683147889,0.87,34,39.29393,0.7583172395810807,5772.37076535,1103.64824696,2.3,0.11,20.9090909090909,66.2,31.01,0,2.62,0,0.23,4.32,0.34,27.8,0.17,2013,255.559998929501,159.589999377728,150.22000002861,20.9599990844727,-12.2399997711182,21.5499992370605,Shrub,1544.9112976000001,32302.690768,-1.6415046654572207,5.61363636363636,7.69741818181818,13.311054545454539
13,A,Invaded Sagebrush,0.77,41.5,53.65,1.39,40.22,28.97,0.84,42.54,50.560342266326,0.64,32.84,51.06426,-0.39461171711535364,5389.75299132,1147.495798152,1.83,0.09,20.3333333333333,24.4,73.1,0.013793103448275864,0.85,0,0,5.7,0.03,28.3,0.04,2013,420.569995939732,248.880000114441,250.759995520115,20.0400009155273,-11.4799995422363,20.2700004577637,Shrub,1264.0183344,25701.7061328,-0.5240405419543098,4.49090909090909,4.11704090909091,8.60795
13,B,Invaded Sagebrush,0.85,41.55,48.76,NA,NA,NA,0.84,42.87,51.2223682638308,0.74,36.63,49.23586,-0.11771009369768556,5017.554112333,915.649350609,2.03,0.07,29,18.2,69.8,0.006896551724137932,3.71,0.1,0,3.51,0.09,19.3,9.74,2013,420.569995939732,248.880000114441,250.759995520115,20.0400009155273,-11.4799995422363,20.2700004577637,Shrub,983.1253712000002,28510.635764799998,0.3411429098426719,4.49090909090909,4.34607727272727,8.83698636363636
13,C,Invaded Sagebrush,0.88,38.3,43.46,NA,NA,NA,0.83,43.28,52.3693700234759,0.66,29.95,45.52294,-0.4119956755361946,3470.836602779,725.973856517,1.85,0.09,20.5555555555556,19.9,74.2,0,2.8,0.02,0.3,2.91,0.18,21.75,3.77,2013,420.569995939732,248.880000114441,250.759995520115,20.0400009155273,-11.4799995422363,20.2700004577637,Shrub,1264.0183344,25982.599096000005,0.31402858677667495,4.49090909090909,4.02497727272727,8.51588636363636
14,A,Invaded Sagebrush,0.93,41.36,44.57,2.73,42.02,15.37,NA,NA,NA,1.53,31.46,20.6248,1.2764212860879043,11145.485271477,1361.499702738,1.3,0.1,13,63.6,35.2,0.6965517241379311,0.75,0,0,0,0,28.2,0.12,2013,221.080003172159,132.600001424551,139.120001912117,22.0599994659424,-13.9099998474121,23.2099990844727,Shrub,1404.4648160000004,18258.042608000003,-2.164492329994096,10.1045454545455,3.18405454545455,13.28860000000005
14,B,Invaded Sagebrush,1.1,41.12,37.34,NA,NA,NA,NA,NA,NA,1.11,35.5,31.99081,7.420098448710238,6736.80808087,1500.90620492,1.25,0.07,17.8571428571429,60.9,38,0.006896551724137932,2.22,0.1,0,0,0.2,21.16,0.54,2013,221.080003172159,132.600001424551,139.120001912117,22.0599994659424,-13.9099998474121,23.2099990844727,Shrub,983.1253712000002,17555.8102,-0.7289565036168301,13.4727272727273,3.30194090909091,16.77466818181821
14,C,Invaded Sagebrush,1,38.1,38.21,NA,NA,NA,NA,NA,NA,0.85,32.73,38.34142,-0.18848763869681887,6181.772684448,1454.970970116,1.38,0.08,17.25,27.1,71.6,0,3.82,0,0,0.2,0.01,23.55,0.42,2013,221.080003172159,132.600001424551,139.120001912117,22.0599994659424,-13.9099998474121,23.2099990844727,Shrub,1123.5718528,19381.6144608,0.5160281579801709,6.73636363636364,3.62865454545455,10.36501818181819
16,A,Cheatgrass-dominated,0.81,41.93,51.99,1.19,39.48,33.08,1.14,43.57,38.2502194907814,0.98,35.72,36.29094,-0.12019351632923209,7582.655544953,1059.399456457,2.65,0.14,18.9285714285714,6.45,88.65,0,5.2,6.27,0,0,0.185,0,0.015,2013,416.449994802475,246.819999456406,244.039996147155,19.8199996948242,-10.1800003051758,20.0100002288818,Grass,1966.2507424000005,37218.317624,2.443278453742167,4.49090909090909,4.99164545454545,9.48255454545454
16,B,Cheatgrass-dominated,0.74,41.94,56.81,1.29,39.49,30.69,1.15,43.68,37.9026379729261,1.03,37.55,36.50399,-0.49208605540363853,8041.585009235,912.973007325,2.58,0.13,19.8461538461538,1.96,93.85,0,3.1,7.385,0,0.405,0.1,0,0,2013,416.449994802475,246.819999456406,244.039996147155,19.8199996948242,-10.1800003051758,20.0100002288818,Grass,1825.8042608000003,36235.19225280001,2.4465024801558872,5.61363636363636,5.01073181818182,10.62436818181818
16,C,Cheatgrass-dominated,0.77,39.3,51.27,1.47,40.13,27.27,NA,NA,NA,1,38.02,37.98481,-0.16830982981548717,7593.636959596,990.673797024,2.39,0.13,18.3846153846154,6.5,89.9,0,3.15,7.725,0,0.22,0.1,0,0.005,2013,416.449994802475,246.819999456406,244.039996147155,19.8199996948242,-10.1800003051758,20.0100002288818,Grass,1825.8042608000003,33566.709102400004,2.346127500497011,5.61363636363636,5.43736818181818,11.05100454545454
18,A,Cheatgrass-dominated,0.76,40.94,53.61,1.45,40.11,27.73,NA,NA,NA,0.93,30.76,33.16727,-0.45700771073301466,4559.421950249,1169.709701973,1.68,0.1,16.8,15.47,82.39,0,4.17,5.53,0.01,1.72,0.12,0,4.5,2013,420.569995939732,248.880000114441,250.759995520115,20.0400009155273,-11.4799995422363,20.2700004577637,Grass,1404.4648160000004,23595.008908800002,1.8184211695256929,5.61363636363636,4.51897727272727,10.13261363636363
18,B,Cheatgrass-dominated,0.81,41.06,50.7,1.34,40.83,30.57,NA,NA,NA,1.17,34.34,29.38308,-0.6947954277037941,4276.545454446,995.515151492,1.78,0.1,17.8,15.47,82.39,0,4.17,5.53,0.01,1.72,0.12,0,4.5,2013,420.569995939732,248.880000114441,250.759995520115,20.0400009155273,-11.4799995422363,20.2700004577637,Grass,1404.4648160000004,24999.473724800002,1.8184211695256929,5.61363636363636,4.48754090909091,10.10117727272727
18,C,Cheatgrass-dominated,0.84,39.26,46.49,1.26,40.06,31.77,NA,NA,NA,0.91,31.57,34.69403,-0.6212240322441647,4408.628638218,1051.523130198,1.86,0.11,16.9090909090909,15.47,82.39,0,4.17,5.53,0.01,1.72,0.12,0,4.5,2013,420.569995939732,248.880000114441,250.759995520115,20.0400009155273,-11.4799995422363,20.2700004577637,Grass,1544.9112976000001,26123.0455776,1.8184211695256929,5.61363636363636,4.40221363636364,10.01585
19,A,Cheatgrass-dominated,0.92,42.14,45.7,1.03,45.01,43.74,NA,NA,NA,0.85,33.86,39.73132,0.3913915457697832,6490.46856229867,1161.39377527433,2.71,0.14,19.3571428571429,0.7,89.3,0,3.2,4.32,0,0.3,0.11,0,7.42,2013,243.01999849081,153.099997282028,152.260000765324,22.0799999237061,-13.8299999237061,23.1599998474121,Grass,1966.2507424000005,38060.9965136,2.209050619942581,4.49090909090909,5.02757272727273,9.51848181818182
19,B,Cheatgrass-dominated,1.26,41.9,33.22,1.25,43.79,35.03,NA,NA,NA,0.81,34.55,42.85927,0.10238323702331094,6262.63533365633,1141.9445972195,2.17,0.11,19.7272727272727,0.51,87,0,4.9,4.61,0,0.3,0.08,0,9.12,2013,243.01999849081,153.099997282028,152.260000765324,22.0799999237061,-13.8299999237061,23.1599998474121,Grass,1544.9112976000001,30476.886507200004,2.344360329596402,4.49090909090909,4.3269909090909104,8.817900000000002
19,C,Cheatgrass-dominated,1.37,41.5,30.21,1.42,43.86,30.96,NA,NA,NA,0.78,34.89,44.8069,0.29267549616571814,6289.03064673075,1098.87856009808,2.5,0.12,20.8333333333333,0,92.7,0,5.5,4.9,0.4,0.4,0.09,0,3.71,2013,243.01999849081,153.099997282028,152.260000765324,22.0799999237061,-13.8299999237061,23.1599998474121,Grass,1685.3577791999999,35111.6204,2.516695171492021,5.61363636363636,5.12300454545455,10.736640909090909
20,A,Cheatgrass-dominated,1.21,40.8,33.79,1.52,44.98,29.63,NA,NA,NA,0.88,32.49,36.73582,-0.36201679507627904,5422.15299628675,1269.75348157983,1.29,0.08,16.125,33.5,62.5,0,5.3,4.15,0,0,0.07,0,1.92,2013,243.01999849081,153.099997282028,152.260000765324,22.0799999237061,-13.8299999237061,23.1599998474121,Grass,1123.5718528,18117.596126400003,1.3732697582739448,6.73636363636364,4.31015,11.04651363636364
20,B,Cheatgrass-dominated,1.13,40.62,35.85,1.67,44.1,26.43,NA,NA,NA,0.78,34.9,44.96496,-0.45204086546991673,4983.15726304908,1139.16614321167,1.4,0.09,15.5555555555556,14.3,81.9,0,3.8,4.33,1.5,0,0.08,0,1.42,2013,243.01999849081,153.099997282028,152.260000765324,22.0799999237061,-13.8299999237061,23.1599998474121,Grass,1264.0183344,19662.507424,1.931683977423972,4.49090909090909,4.1743,8.66520909090909
