"","plot","date","variable","value","mean","sd","z","month","norm","anomaly","amean","asd","z_anom"
"3906","3",2014-07-01,"aet",14.325138092041,20.7090106409235,15.0855625832308,-0.423177625206949,7,11.7225475311279,2.6025905609131,-0.710295112784436,12.8997929955627,0.256816964027028
"3907","4",2014-07-01,"aet",10.2235164642334,20.7090106409235,15.0855625832308,-0.69506815664573,7,8.8762731552124,1.347243309021,-0.710295112784436,12.8997929955627,0.159501661965676
"3908","4",2014-07-01,"aet",10.2235164642334,20.7090106409235,15.0855625832308,-0.69506815664573,7,8.8762731552124,1.347243309021,-0.710295112784436,12.8997929955627,0.159501661965676
"3909","5",2014-07-01,"aet",10.2554340362549,20.7090106409235,15.0855625832308,-0.692952387224113,7,8.21475124359131,2.04068279266359,-0.710295112784436,12.8997929955627,0.213257523310204
"3910","5",2014-07-01,"aet",10.2554340362549,20.7090106409235,15.0855625832308,-0.692952387224113,7,8.21475124359131,2.04068279266359,-0.710295112784436,12.8997929955627,0.213257523310204
"3911","6",2014-07-01,"aet",11.9389495849609,20.7090106409235,15.0855625832308,-0.581354590362532,7,7.69443655014038,4.24451303482052,-0.710295112784436,12.8997929955627,0.384099818447421
"3912","6",2014-07-01,"aet",11.9389495849609,20.7090106409235,15.0855625832308,-0.581354590362532,7,7.69443655014038,4.24451303482052,-0.710295112784436,12.8997929955627,0.384099818447421
"3913","7",2014-07-01,"aet",10.8766183853149,20.7090106409235,15.0855625832308,-0.651774980307213,7,9.55555534362793,1.32106304168697,-0.710295112784436,12.8997929955627,0.157472151310502
"3914","7",2014-07-01,"aet",10.8766183853149,20.7090106409235,15.0855625832308,-0.651774980307213,7,9.55555534362793,1.32106304168697,-0.710295112784436,12.8997929955627,0.157472151310502
"3915","8",2014-07-01,"aet",15.2553329467773,20.7090106409235,15.0855625832308,-0.3615163613592,7,8.5203857421875,6.7349472045898,-0.710295112784436,12.8997929955627,0.577159828838747
"3916","8",2014-07-01,"aet",15.2553329467773,20.7090106409235,15.0855625832308,-0.3615163613592,7,8.5203857421875,6.7349472045898,-0.710295112784436,12.8997929955627,0.577159828838747
"3917","10",2014-07-01,"aet",13.9306154251099,20.7090106409235,15.0855625832308,-0.449329958920357,7,7.4168815612793,6.5137338638306,-0.710295112784436,12.8997929955627,0.560011232668615
"3918","10",2014-07-01,"aet",13.9306154251099,20.7090106409235,15.0855625832308,-0.449329958920357,7,7.4168815612793,6.5137338638306,-0.710295112784436,12.8997929955627,0.560011232668615
"3919","11",2014-07-01,"aet",12.0172233581543,20.7090106409235,15.0855625832308,-0.576165935795525,7,9.0293493270874,2.9878740310669,-0.710295112784436,12.8997929955627,0.28668437897596
"3920","11",2014-07-01,"aet",12.0172233581543,20.7090106409235,15.0855625832308,-0.576165935795525,7,9.0293493270874,2.9878740310669,-0.710295112784436,12.8997929955627,0.28668437897596
